"","X","ID","Person","Name","Description","Year","Address","pl_latitude","pl_longitude","Material","Is_sculptor","what_did","BirthDate","DeathDate","Gender","Wiki","Pl_Period","Pl_y"
"699",699,2805529168,"Самойловой К.Н.",NA,"Самойлова Конкордия Николаевна, 1876 года рождения, член КПСС с 1903 года. Профессиональная революционерка. В 1917 году вела активную революционную работу среди женщин Петрограда, в годы Гражданской войны — большую политическую работу на Волге, Украине, Урале. Умерла в 1921 году","1957"," Самойловой ул./Санкт-Петербург, д. 2 ",59.897907,30.368838,"мрамор",FALSE,"умер",NA,NA,NA,NA,"4. Ottepel",1957
"700",700,2805554563,"Самойлову В.В.","Вера Васильевна Самойлова","В этом доме жил и 28 марта 1887 г. скончался драматический артист Василий Васильевич Самойлов","1950"," Стремянная ул./Санкт-Петербург, д. 8 ",59.9311973,30.3506727,"мрамор",FALSE,"умер",1824-12-04,1880-12-02,"женский пол","Q4406727","3. Stalin time",1950
"701",701,2805554572,"Самойлову П.В.","Самойлов, Павел Васильевич","В этом доме с 1898 года жил и в 1931 году умер заслуженный артист РСФСР Павел Васильевич Самойлов","1956"," Аптекарский пер./Санкт-Петербург, д. 6 ",59.9424872,30.3282174,"мрамор",FALSE,"умер",1866-07-23,1931-04-16,"мужской пол","Q4406715","4. Ottepel",1956
"702",702,2805554582,"Саянову В.М.","Саянов, Виссарион Михайлович","В этом доме с 1934 по 1959 г. жил писатель Виссарион Михайлович Саянов","1960"," Чебоксарский пер./Санкт-Петербург, д. 2/9 ",59.937771,30.3266131,"мрамор",FALSE,"жил",1903-06-16,1959-01-22,"мужской пол","Q4409624","4. Ottepel",1960
"703",703,2805529178,"Свердлову Я.М.и Крупской Н.К.","Гаухман-Свердлов, Марксэн Яковлевич","Здесь в апреле-июне 1917 года работали Я.М. Свердлов и Н.К. Крупская","1960-е"," Куйбышева ул./Санкт-Петербург, д. 4 ",59.954728,30.325608,"мрамор",FALSE,"работал",1929-06-30,1997-05-03,"мужской пол","Q4134252","4. Ottepel",1960
"704",704,2805529190,"Свердлову Я.М.","Гаухман-Свердлов, Марксэн Яковлевич","В этом доме с сентября 1917 г. по январь 1918 г. жил один из выдающихся организаторов и строителей Коммунистической партии и Советского государства Яков Михайлович Свердлов","1962"," Фурштатская ул./Санкт-Петербург, д. 27 ",59.9449704,30.3581652,"гранит",FALSE,"жил",1929-06-30,1997-05-03,"мужской пол","Q4134252","4. Ottepel",1962
"705",705,2805529200,"Семашко Н.А.",NA,"Семашко Николай Александрович. 1874–1949. Первый народный комиссар здравоохранения РСФСР. В 1923 г. Кронштадтскому военно-морскому госпиталю присвоено имя Н.А. Семашко",NA," Мануильского ул./Кронштадт г., д. 2 ",59.991694,29.7927309,NA,FALSE,"название в честь",NA,NA,NA,NA,"Unknown period",NA
"706",706,2805547659,"Семенову Н.Н.",NA,"Здесь работал с 1921 по 1938 год академик Семенов Николай Николаевич (1896–1986), лауреат Нобелевской премии, дважды Герой Социалистического Труда","1994"," Политехническая ул./Санкт-Петербург, д. 29 ",60.0077249,30.3732928,"гранит",FALSE,"работал",NA,NA,NA,NA,"7. Federation",1994
"707",707,2805547670,"Семенову-Тян-Шанскому П.П.",NA,"В этом доме с 1863 года жил и в 1914 году умер Петр Петрович Семенов-Тян-Шанский","1927"," 8-я линия В.О./Санкт-Петербург, д. 39 ",59.941413,30.2776025,"мрамор",TRUE,"умер",NA,NA,NA,NA,"2. Early soviet",1927
"708",708,2805554592,"Сергееву К.М.","Сергеев, Константин Михайлович","1910–1992. В этом доме с 1951 жил великий танцовщик и балетмейстер, первый президент Академии русского балета Константин Михайлович Сергеев","1994"," Каменноостровский пр./Санкт-Петербург, д. 2 ",59.957176,30.3195211,"гранит",TRUE,"жил",1910-03-05,1992-04-01,"мужской пол","Q1352511","7. Federation",1994
"709",709,2805554619,"Серебрякову П.А.","Серебряков, Павел Алексеевич","Здесь с 1939 по 1977 год жил народный артист СССР Павел Алексеевич Серебряков","1984"," Бородинская ул./Санкт-Петербург, д. 13 ",59.9242612,30.3338021,"мрамор",FALSE,"жил",1909-03-13,1977-08-17,"мужской пол","Q4417338","5. Zastoi",1984
"710",710,2805554639,"Серову А.Н.","Александр Николаевич Серов","Композитор Александр Николаевич Серов род. в С.П.Б. 11 Января 1820 г. † в этом доме 20 Января 1871 г. От Музыкально-исторического о-ва имени графа А.Д. Шереметева","1910-е"," 15-я линия В.О./Санкт-Петербург, д. 8 ",59.9355778,30.2734439,"мрамор",FALSE,"название в честь",1820-01-23,1871-02-01,"мужской пол","Q442978","1. Empire",1910
"711",711,2805547690,"Сеченову И.М.",NA,"Здесь работал с 1860 года по 1870 год основоположник отечественной физиологии и экспериментальной психологии, выдающийся ученый и общественный деятель Иван Михайлович Сеченов","1979"," Пироговская наб./Санкт-Петербург, д. 3 ",59.954614,30.3467261,"мрамор",FALSE,"работал",NA,NA,NA,NA,"5. Zastoi",1979
"712",712,2805547709,"Сеченову И.М.",NA,"В этой аудитории 3 (15) ноября 1863 года в публичной лекции, прочитанной в пользу нуждающихся студентов Медико-хирургической академии, И.М. Сеченов впервые изложил содержание будущей книги “Рефлексы головного мозга”","1981"," Пироговская наб./Санкт-Петербург, д. 1 ",59.9541853,30.3490513,"мрамор",FALSE,"жил",NA,NA,NA,NA,"5. Zastoi",1981
"713",713,2805554666,"Симонову Н.К.","Николай Константинович Симонов","В этом доме с 1946 по 1973 год жил выдающийся советский артист, Герой Социалистического Труда, народный артист СССР Николай Константинович Симонов","1976"," Гагаринская ул./Санкт-Петербург, д. 11 ",59.9461106,30.3423794,"бронза",TRUE,"жил",1901-12-04,1973-04-20,"мужской пол","Q26184","5. Zastoi",1976
"714",714,2805554689,"Скоробогатову К.В.","Константин Васильевич Скоробогатов","В этом доме с 1951 по 1969 год жил народный артист СССР, лауреат Государственных премий Константин Васильевич Скоробогатов","1973"," Дворцовая наб./Санкт-Петербург, д. 14 ",59.9444965,30.3230758,"гранит",FALSE,"жил",1887-03-06,1969-07-28,"мужской пол","Q4422288","5. Zastoi",1973
"715",715,2805529209,"Скороходову А.К.",NA,"Трамвайный парк имени Александра Касторовича Скороходова. Рабочий-слесарь. Партийные имена Кастрыч и т. Алексей. Род. в 1882 г., из крестьян Костромской губ., член Р.К.П. (б.) с 1912 г. В 1917–1918 гг. — председатель районного Совета и районного комитета Р.К.П. (б.) на Петроградской стороне в Ленинграде. Расстрелян белыми в Харькове летом 1919 г. на партийном посту","1929"," Барочная ул./Санкт-Петербург, д. 12 ",59.9699301,30.2869242,"мрамор",FALSE,"название в честь",NA,NA,NA,NA,"3. Stalin time",1929
"716",716,2805547720,"Скочинскому А.А.",NA,"Здесь в 1895–1930 гг. учился и работал крупнейший ученый, основоположник рудничной аэрологии, академик Александр Александрович Скочинский","1961"," Лейтенанта Шмидта наб./Санкт-Петербург, д. 45 ",59.929451,30.268748,"мрамор",TRUE,"учился",NA,NA,NA,NA,"4. Ottepel",1961
"717",717,2805554718,"Смирдину А.Ф.","Александр Филиппович Смирдин","В этом доме в 1830-х годах находились библиотека и книжная лавка известного книгоиздателя Александра Филлиповича Смирдина. Здесь встречались А.С. Пушкин, И.А. Крылов, В.А. Жуковский, Н.В. Гоголь и другие русские писатели и поэты","1997"," Невский пр./Санкт-Петербург, д. 22 ",59.9360427,30.3229521,NA,FALSE,"встретился",1795-02-01,1857-09-28,"мужской пол","Q4424524","7. Federation",1997
"718",718,2805529231,"Смирнову В.С.","Смирнов, Владимир Степанович","Трамвайный парк имени Василия Сергеевича Смирнова. Член Р.К.П. (б.) 1917 г., крестьянин Тверской губ. Поступил на Г.Ж.Д. кондуктором 1/8 1912 г. Заведывающий службой движения. Член Совета Управления Г.Ж.Д. Мобилизован на Южный фронт. Председатель коммунистической ячейки при продовольственной комиссии 9-й дивизии 13 армии. Умер от сыпного тифа в г. Таганроге 27/2 1920 г.","1929-1930"," Дегтярный пер./Санкт-Петербург, д. 3 ",59.9392193,30.3809325,"мрамор",FALSE,"название в честь",1895-01-01,1918-01-01,"мужской пол","Q4424647","3. Stalin time",1930
"719",719,2805547731,"Смоленскому Г.А.","Смоленский, Георгий Анатольевич","В этом здании с 1972 года по 1980 год работал видный советский физик, член-корреспондент АН СССР Георгий Анатольевич Смоленский","1990"," Заповедная ул./Санкт-Петербург, д. 51 ",60.0462248,30.2529795,"мрамор",FALSE,"работал",1910-06-23,1986-11-20,"мужской пол","Q4424966","6. Perestroika",1990
"720",720,2805547742,"Смоленскому Г.А.","Смоленский, Георгий Анатольевич","В этом доме с 1974 года по 1980 год жил видный советский физик, член-корреспондент АН СССР Георгий Анатольевич Смоленский","1990"," Энгельса пр./Санкт-Петербург, д. 63, корп. 3 ",60.019593,30.326359,"гранит",FALSE,"жил",1910-06-23,1986-11-20,"мужской пол","Q4424966","6. Perestroika",1990
"721",721,2805529246,"Смородину П.И.",NA,"В этом доме с 1929 по 1933 год жил один из организаторов комсомола, Первый секретарь ЦК РКСМ в 1921–1924 годах, видный партийный деятель Петр Иванович Смородин","1988"," Большой пр. В. О./Санкт-Петербург, д. 57 ",59.9358439,30.2698075,"гранит",TRUE,"жил",NA,NA,NA,NA,"6. Perestroika",1988
"722",722,2805554779,"Собинову Л.В.",NA,"В этом доме с 1915 г. по 1929 г. жил великий русский певец Леонид Витальевич Собинов","1959"," Чайковского ул./Санкт-Петербург, д. 8 ",59.9468044,30.3442634,"мрамор",TRUE,"жил",NA,NA,NA,NA,"4. Ottepel",1959
"723",723,2805547757,"Соболевскому П.Г.","Соболевский, Пётр Григорьевич","Здесь с 1824 по 1841 год работал крупнейший металлург, член-корреспондент Академии наук Петр Григорьевич Соболевский","1974"," 21-я линия В.О./Санкт-Петербург, д. 2 ",59.930121,30.2688549,"мрамор",FALSE,"работал",1782-02-15,1841-10-24,"мужской пол","Q19117360","5. Zastoi",1974
"724",724,2805554801,"Соболеву Л.С.","Сергей Львович Соболев","В этом доме с 1924 по 1971 год жил и работал писатель Леонид Сергеевич Соболев","1976"," Шпалерная ул./Санкт-Петербург, д. 30 ",59.9492058,30.3539209,"гранит",FALSE,"жил и работал",1908-10-06,1989-01-03,"мужской пол","Q323337","5. Zastoi",1976
"725",725,2805554814,"Сокову В.А.",NA,"В этом доме с 1936 по 1942 гг. жил основоположник отечественной шашечной школы Василий Александрович Соков. Погиб в боях под Нарвой","1992"," Моховая ул./Санкт-Петербург, д. 32 ",59.9409045,30.3454485,"гранит",FALSE,"умер",NA,NA,NA,NA,"7. Federation",1992
"726",726,2805529272,"Соколовой  Е.","Евгения Соколова","Соколова Евгения (1901–1920) — дочь петроградского рабочего. В 17 лет — член большевистской партии, ведет большую общественно-политическую работу в типографии. В 1920 году бесстрашная разведчица, выполняя задание командования Красной Армии на Польском фронте, была схвачена и замучена белополяками. В 1922 г. типографии бывшего Товарищества издательского и печатного дела А.Ф. Маркса по просьбе трудящихся было присвоено имя Евгении Соколовой","1960-е"," Измайловский пр./Санкт-Петербург, д. 2 ",59.9180421,30.307992,"мрамор",FALSE,"название в честь",1901-01-01,1920-01-01,"женский пол","Q30345588","4. Ottepel",1960
"727",727,2805548244,"Соколову Т.Н.","Соколов, Тарас Николаевич","Здесь с 1950 года по 1979 год жил видный советский ученый в области автоматизированных систем управления, Герой Социалистического Труда, лауреат Ленинской и Государственных премий, профессор, доктор технических наук Тарас Николаевич Соколов. 1911–1979","1982"," Политехническая ул./Санкт-Петербург, д. 29 ",60.0077249,30.3732928,"мрамор",FALSE,"жил",1911-04-17,1979-08-15,"мужской пол","Q4427252","5. Zastoi",1982
"728",728,2805548255,"Соколову Т.Н.","Соколов, Тарас Николаевич","Здесь с 1952 года по 1972 год работал видный советский ученый в области автоматизированных систем управления, Герой Социалистического Труда, лауреат Ленинской и Государственных премий, профессор, доктор технических наук Тарас Николаевич Соколов (1911–1979)","1982"," Политехническая ул./Санкт-Петербург, д. 29 ",60.0077249,30.3732928,"мрамор",FALSE,"работал",1911-04-17,1979-08-15,"мужской пол","Q4427252","5. Zastoi",1982
"729",729,2805548266,"Соловьеву З.П.",NA,"Приказом Революционного военного совета РСФСР от 29 ноября 1923 года госпиталь назван: Петроградский Центральный Краснознаменный имени заместителя Наркомздрава и начальника Главсанупра З.П. Соловьева военный госпиталь. Соловьев Зиновий Петрович (1876–1928) — ученик и соратник В.И. Ленина, выдающийся теоретик и организатор советского здравоохранения, основоположник советской медицины, врач-большевик","1963"," Суворовский пр./Санкт-Петербург, д. 63 ",59.94225,30.3827298,"мрамор",FALSE,"название в честь",NA,NA,NA,NA,"4. Ottepel",1963
"730",730,2805529284,"Соловьеву Н.В.","Соловьёв, Владимир Николаевич","В этом доме с 1938 по 1946 год жил Николай Васильевич Соловьев, председатель Исполкома Ленинградского областного Совета депутатов трудящихся в годы Великой Отечественной войны","1984"," Кронверкская ул./Санкт-Петербург, д. 27 ",59.9615865,30.310897,"гранит",FALSE,"жил",1887-12-24,1941-10-08,"мужской пол","Q16514668","5. Zastoi",1984
"731",731,2805554824,"Соловьеву-Седому  В.П.",NA,"В память о творческом содружестве трудящихся Балтийского завода с Героем Социалистического Труда, лауреатом Ленинской и Государственных премий, народным артистом СССР, композитором Василием Павловичем Соловьевым-Седым","1983"," Большой пр. В. О./Санкт-Петербург, д. 65 ",59.935044,30.2667273,"бронза",FALSE,"работал",NA,NA,NA,NA,"5. Zastoi",1983
"732",732,2805554839,"Соловьеву-Седому В.П.","Василий Павлович Соловьёв-Седой","В этом доме с 1950 по 1979 год жил и работал выдающийся советский композитор, Герой Социалистического Труда, народный артист СССР Василий Павлович Соловьев-Седой","1982"," Фонтанки р. наб./Санкт-Петербург, д. 131 ",59.9194029,30.305798,"гранит",TRUE,"жил и работал",1907-04-25,1979-12-02,"мужской пол","Q739362","5. Zastoi",1982
"733",733,2805548276,"Сомову М.М.","Сомов, Михаил Михайлович","В этом доме жил с 1946 по 1968 гг. Герой Советского Союза, полярный исследователь Михаил Михайлович Сомов","1982"," Ленина пл./Санкт-Петербург, д. 3 ",59.953861,30.356871,"гранит",TRUE,"жил",1908-04-07,1973-12-30,"мужской пол","Q1346939","5. Zastoi",1982
"734",734,2805526012,"Сперанскому М.М.","Михаил Михайлович Сперанский","В этом доме с 1823 по 1832 год жил выдающийся государственный деятель Михаил Михайлович Сперанский","1998"," Невский пр./Санкт-Петербург, д. 42 ",59.934887,30.3323831,"мрамор",FALSE,"жил",1772-01-12,1839-02-23,"мужской пол","Q527037","7. Federation",1998
"735",735,2805526022,"Спиридову Г.А.",NA,"Здесь учились выдающиеся русские флотоводцы:адмирал Спиридов Григорий Андреевич с 1725 по 1732 гг.,адмирал Ушаков Федор Федорович с 1761 по 1766 гг.,адмирал Сенявин Дмитрий Николаевич с 1773 по 1780 гг.,адмирал Нахимов Павел Степанович с 1815 по 1818 гг.,адмирал Бутаков Григорий Иванович с 1831 по 1837 гг.","1971"," Лейтенанта Шмидта наб./Санкт-Петербург, д. 17 ",59.935258,30.280413,"мрамор",FALSE,"учился",NA,NA,NA,NA,"5. Zastoi",1971
"736",736,2805548295,"Стародубцеву С.В.",NA,"Здесь в 1942–1957 гг. работал академик Стародубцев Сергей Васильевич, выдающийся советский ученый в области ядерной физики","1965"," Ждановская наб./Санкт-Петербург, д. 13 ",59.9539213,30.2870747,"мрамор",FALSE,"работал",NA,NA,NA,NA,"5. Zastoi",1965
"737",737,2805554912,"Стасову  В.П.",NA,"Здесь с 1817 по 1830 год жил и работал выдающийся русский архитектор Василий Петрович Стасов","1970"," 1-я линия В.О./Санкт-Петербург, д. 18 ",59.9408113,30.2910517,"мрамор",FALSE,"жил и работал",NA,NA,NA,NA,"5. Zastoi",1970
"738",738,2805554929,"Стасову В.В.","Владимир Васильевич Стасов","В этом доме с 1854 по 1873 г. жил и работал выдающийся русский художественный критик Владимир Васильевич Стасов","1955"," Моховая ул./Санкт-Петербург, д. 26 ",59.9420443,30.34565,"мрамор",FALSE,"жил и работал",1824-01-14,1906-10-23,"мужской пол","Q464192","4. Ottepel",1955
"739",739,2805554941,"Стасову В.В.","Владимир Васильевич Стасов","Здесь с 1855 г. по 1906 г. работал выдающийся деятель русской культуры Владимир Васильевич Стасов","1957"," Островского пл./Санкт-Петербург, д. 1 ",59.933681,30.335793,"мрамор",TRUE,"работал",1824-01-14,1906-10-23,"мужской пол","Q464192","4. Ottepel",1957
"740",740,2805554877,"Стасову В.П.","Василий Петрович Стасов","Здесь жил и 5 сентября 1848 г. умер зодчий Василий Петрович Стасов","1948"," Галерная ул./Санкт-Петербург, д. 40 ",59.931361,30.2882515,"мрамор",FALSE,"умер",1769-08-04,1848-09-05,"мужской пол","Q552476","3. Stalin time",1948
"741",741,2805548305,"Стеклову В.А.","Владимир Андреевич Стеклов","Здесь жил академик Владимир Андреевич Стеклов. 1863–1926. Выдающийся математик","1950"," Лейтенанта Шмидта наб./Санкт-Петербург, д. 1/2 ",59.936509,30.285463,NA,FALSE,"жил",1864-01-09,1926-05-30,"мужской пол","Q559188","3. Stalin time",1950
"742",742,2805548325,"Степанову Г.В.","Степанов, Георгий Владимирович","В этом доме с 1936 по 1960 год жил выдающийся советский лингвист, академик Георгий Владимирович Степанов","1990"," Некрасова ул./Санкт-Петербург, д. 17 ",59.938464,30.3571347,"гранит",FALSE,"жил",1919-04-09,1986-10-28,"мужской пол","Q1509270","6. Perestroika",1990
"743",743,2805554965,"Стравинскому И.Ф.","Фёдор Игнатьевич Стравинский","В этом доме с 1882 по 1908 год жил и работал выдающийся русский композитор Игорь Федорович Стравинский","1991"," Крюкова кан. наб./Санкт-Петербург, д. 6 ",59.9271107,30.2947949,"бронза",TRUE,"жил и работал",1843-06-15,1902-12-04,"мужской пол","Q1001867","6. Perestroika",1991
"744",744,2805555008,"Стржельчику В.И.","Владислав Игнатьевич Стржельчик","Выдающийся артист Владислав Игнатьевич Стржельчик жил в этом доме с 1971 по 1990 год","1997"," Бассейная ул./Санкт-Петербург, д. 47 ",59.864069,30.3260379,"мрамор",FALSE,"жил",1921-01-31,1995-09-11,"мужской пол","Q4443931","7. Federation",1997
"745",745,2805548340,"Струве В.В.","Струве, Василий Васильевич","Здесь с 1948 по 1965 год жил выдающийся историк и востоковед, академик Василий Васильевич Струве","1967"," Миллионная ул./Санкт-Петербург, д. 27 ",59.942584,30.3206281,"мрамор",FALSE,"жил",1889-02-14,1965-09-15,"мужской пол","Q647712","5. Zastoi",1967
"746",746,2805548362,"Субботину М.Ф.","Михаил Фёдорович Субботин","В этом доме с 1949 по 1966 жил и работал выдающийся астроном, историк науки и педагог, член-корреспондент Академии наук СССР Михаил Федорович Субботин (1893–1966)","1971"," Московский пр./Санкт-Петербург, д. 206/9 ",59.856468,30.321585,"мрамор",FALSE,"жил и работал",1893-06-29,1966-12-26,"мужской пол","Q4444966","5. Zastoi",1971
"747",747,2805526040,"Суворову А.В.","Александр Васильевич Суворов","В этом доме 6 мая 1800 года скончался великий русский полководец, генералиссимус Александр Васильевич Суворов","1950"," Крюкова кан. наб./Санкт-Петербург, д. 23 ",59.919769,30.2989959,"мрамор",TRUE,"умер",1730-11-24,1800-05-18,"мужской пол","Q154232","3. Stalin time",1950
"748",748,2805555044,"Сулимову М.В.","Сулимов, Мар Владимирович","В этой аудитории с 1963 по 1968 и с 1975 по 1994 работал Мар Владимирович Сулимов, профессор кафедры режиссуры","1996"," Моховая ул./Санкт-Петербург, д. 34 ",59.9406246,30.3454397,"металл",FALSE,"работал",1913-11-28,1993-02-03,"мужской пол","Q12552808","7. Federation",1996
"749",749,2805555071,"Сумарокову А.П.",NA,"На этом месте находился дом, в котором в 1765–1769 годах жил писатель, поэт, театральный деятель России Александр Петрович Сумароков","1992"," 9-я линия В.О./Санкт-Петербург, д. 14 ",59.938887,30.2796721,"гранит",TRUE,"жил",NA,NA,NA,NA,"7. Federation",1992
"750",750,2805555122,"Талькову И.В.","Игорь Владимирович Тальков","Вечная память погибшему за Россию поэту, певцу и композитору Игорю Талькову. От русского народа и Русской партии","1992","пр. Добролюбова/Санкт-Петербург, д. 18",59.949743,30.291291,"металл",FALSE,"умер",1956-11-04,1991-10-06,"мужской пол","Q2625789","7. Federation",1992
"751",751,2805530956,"Тарабыкину М.И.",NA,"В этой школе с 1967 по 1975 гг. учился воин-интернационалист, награжденный орденом “Красная Звезда” посмертно, Тарабыкин Михаил Игоревич","1989"," Костюшко ул./Санкт-Петербург, д. 34 ",59.848361,30.3055549,"гранит",TRUE,"учился",NA,NA,NA,NA,"6. Perestroika",1989
"752",752,2805530975,"Тарасову А.М.","Тарасов, Анатолий Макарович","С 1929 по 1936 год в этой школе учился Анатолий Макарович Тарасов, кавалер ордена Отечественной войны II степени, герой Движения сопротивления в Италии, комиссар русского ударного батальона, кавалер ордена Гарибальдийской Звезды, Почетный гражданин города Реджо Эмилия","1971"," Торговый пер./Санкт-Петербург, д. 2 ",59.929169,30.332568,"латунь",FALSE,"учился",1921-01-01,1971-04-26,"мужской пол","Q764334","5. Zastoi",1971
"753",753,2805548374,"Тарле Е.В.",NA,"В этом доме с 1933 по 1955 год жил выдающийся советский историк Евгений Викторович Тарле","1970"," Дворцовая наб./Санкт-Петербург, д. 30 ",59.9430872,30.3185803,"гранит",TRUE,"жил",NA,NA,NA,NA,"5. Zastoi",1970
"754",754,2805529303,"Тер-Арутюнянцу М.К.",NA,"Тер-Арутюнянц Мкртич Карапетович (Михаил Карпович). 1894–1961. Первый комиссар Петроградского военно-революционного комитета в Петропавловской крепости и Кронверкском арсенале. Назначен по согласованию с В.И. Лениным в октябре 1917 г.","1986"," Александровский парк/Санкт-Петербург, д. 7 ",59.9551118,30.3202083,"мрамор",FALSE,NA,NA,NA,NA,NA,"6. Perestroika",1986
"755",755,2805548395,"Теренину А.Н.",NA,"Здесь с 1919 по 1967 год работал академик Александр Николаевич Теренин, выдающийся советский физик, Герой Социалистического Труда","1989"," Биржевая линия/Санкт-Петербург, д. 14 ",59.9444218,30.2951674,"мрамор",FALSE,"работал",NA,NA,NA,NA,"6. Perestroika",1989
"756",756,2805548406,"Тихомирову Н.И.","Тихомиров, Николай Иванович","В этом доме с 1926 по 1930 год жил и работал Николай Иванович Тихомиров, основатель газодинамической лаборатории, первой в СССР научно-исследовательской и опытно-конструкторской организации по разработке ракетной техники","1987"," Невский пр./Санкт-Петербург, д. 92 ",59.9326403,30.3530359,"гранит",FALSE,"жил и работал",1859-11-01,1930-04-28,"мужской пол","Q3341701","6. Perestroika",1987
"757",757,2805555149,"Тихонову Н.С.","Тихонов, Николай Семёнович","Здесь с 1922 по 1944 год жил и работал Герой Социалистического Труда, писатель и общественный деятель Николай Семенович Тихонов","1981"," Зверинская ул./Санкт-Петербург, д. 2/5 ",59.9535475,30.2927096,"гранит",FALSE,"жил и работал",1896-12-04,1979-02-08,"мужской пол","Q981132","5. Zastoi",1981
"758",758,2805555184,"Товстоногову Г.А.","Георгий Александрович Товстоногов","Здесь с 1956 года по 1989 год работал выдающийся режиссер Георгий Александрович Товстоногов","1993"," Фонтанки р. наб./Санкт-Петербург, д. 65 ",59.927581,30.330572,"мрамор",FALSE,"работал",1915-09-28,1989-05-23,"мужской пол","Q862244","7. Federation",1993
"759",759,2805529314,"Толмачеву Н.Г.",NA,"Здесь, в Политехническом институте, в 1912–1916 гг. учился Николай Гурьевич Толмачев, видный деятель большевистской партии, герой Гражданской войны",NA," Политехническая ул./Санкт-Петербург, д. 29 ",60.0077249,30.3732928,NA,FALSE,"учился",NA,NA,NA,NA,"Unknown period",NA
"760",760,2805555203,"Толстому А.Н.",NA,"В этом доме с 1923 по 1928 год жил и работал писатель Алексей Николаевич Толстой","1983"," Ждановская наб./Санкт-Петербург, д. 3 ",59.9529956,30.2894732,"гранит",FALSE,"жил и работал",NA,NA,NA,NA,"5. Zastoi",1983
"761",761,2805555213,"Толстому А.Н.",NA,"Алексей Николаевич Толстой (1883–1945), русский советский писатель, жил в городе Пушкине в 1928–1938 годах","1986"," Алексея Толстого бульв./Пушкин г., д. 6/66 ",59.7297809,30.4210704,"мрамор",FALSE,"жил",NA,NA,NA,NA,"6. Perestroika",1986
"762",762,2805555253,"Толстому Л.Н.",NA,"В этом доме с 19 ноября 1855 года по 1 января 1856 года жил великий русский писатель Лев Николаевич Толстой","1960"," Фонтанки р. наб./Санкт-Петербург, д. 38 ",59.934153,30.3446141,"мрамор",TRUE,"жил",NA,NA,NA,NA,"4. Ottepel",1960
"763",763,2805555284,"Толубееву Ю.В.","Юрий Владимирович Толубеев","В этом доме с 1953 по 1963 год жил Герой Социалистического Труда, лауреат Ленинской и Государственных премий СССР, народный артист СССР Толубеев Юрий Владимирович","1986"," Суворовский пр./Санкт-Петербург, д. 56 ",59.9446987,30.3864083,"гранит",FALSE,"жил",1906-05-01,1979-12-28,"мужской пол","Q4460028","6. Perestroika",1986
"764",764,2805548416,"Тонкову В.Н.","Тонков, Владимир Николаевич","В этом здании с 1915 по 1954 гг. работал крупнейший анатом, академик АМН СССР Владимир Николаевич Тонков","1971"," Академика Лебедева ул./Санкт-Петербург, д. 37, лит. А ",59.9573447,30.3507002,"мрамор",FALSE,"работал",1872-01-26,1954-10-06,"мужской пол","Q4460535","5. Zastoi",1971
"765",765,2805555302,"Тону К.А.",NA,"Константину Андреевичу Тону. 1794–1881. Академику архитектуры, автору проекта здания Московского вокзала, построенного в 1851 году. Октябрьская железная дорога, 1995","1995","Невский пр./Санкт-Петербург, д. 85",59.9301091,30.3619787,"гранит",TRUE,"создал",NA,NA,NA,NA,"7. Federation",1995
"766",766,2805548428,"Торопову Н.А.","Торопов, Никита Александрович","В этом здании, в институте химии силикатов Академии наук СССР, с 1948 по 1968 год работал крупный советский ученый, член-корреспондент Академии наук СССР Никита Александрович Торопов","1971"," Макарова наб./Санкт-Петербург, д. 2 ",59.944499,30.303033,"мрамор",FALSE,"работал",1908-07-11,1968-07-06,"мужской пол","Q4461227","5. Zastoi",1971
"767",767,2805548440,"Торопову Н.А.","Торопов, Никита Александрович","Здесь в 1930–1968 гг. работал крупнейший ученый в области технологии силикатов, чл.-корр. АН СССР, профессор Н.А. Торопов","1978"," Московский пр./Санкт-Петербург, д. 26/49 ",59.9183802,30.3182825,"мрамор",FALSE,"работал",1908-07-11,1968-07-06,"мужской пол","Q4461227","5. Zastoi",1978
"768",768,2805555330,"Траубергу Л.З.",NA,"В этом доме с 1939 по 1953 год жил кинорежиссер, народный артист России Леонид Захарович Трауберг","1998"," М. Посадская ул./Санкт-Петербург, д. 4, лит. А ",59.958108,30.3205331,"гранит",FALSE,"жил",NA,NA,NA,NA,"7. Federation",1998
"769",769,2805555342,"Троицкому А.А.","Троицкий, Алексей Алексеевич","В этом доме с 1935 по 1942 год жил Алексей Алексеевич Троицкий, классик шахматного этюда","1995"," Мойки р. наб./Санкт-Петербург, д. 91 ",59.931475,30.3064949,"гранит",FALSE,"жил",1866-03-14,1942-08-14,"мужской пол","Q552743","7. Federation",1995
"770",770,2805555361,"Трояновскому Б.С.","Трояновский, Борис Сергеевич","Здесь с 1945 по 1951 годы жил Борис Сергеевич Трояновский, выдающийся русский балалаечник, солист оркестра им. В.В. Андреева","1994"," Моховая ул./Санкт-Петербург, д. 26 ",59.9420443,30.34565,"гранит",FALSE,"жил",1883-04-15,1951-06-12,"мужской пол","Q21144778","7. Federation",1994
"771",771,2805555378,"Тургеневу И.С.","Иван Сергеевич Тургенев","В этом доме с 1858 г. по 1860 г. жил великий русский писатель Иван Сергеевич Тургенев","1969"," Б. Конюшенная ул./Санкт-Петербург, д. 13 ",59.9392384,30.3232598,"гранит",FALSE,"жил",1818-11-09,1883-09-03,"мужской пол","Q42831","5. Zastoi",1969
