"","human","humanLabel","genderLabel","birthdate","deathdate"
"12532","Q21639879","Игнатьев, Сергей Парфёнович","мужской пол","1902-10-08T00:00:00Z","1984-05-19T00:00:00Z"
"12533","Q21639484","Жуковский, Владимир Иванович","мужской пол","1838-02-26T00:00:00Z","1899-03-01T00:00:00Z"
"12534","Q21639461","Жубряков, Геннадий Николаевич","мужской пол","1940-02-26T00:00:00Z",""
"12535","Q21639354","Ефимова, Нина Яковлевна","женский пол","1877-01-21T00:00:00Z","1948-02-24T00:00:00Z"
"12536","Q21639306","Еремеев, Александр Сергеевич","мужской пол","1897-08-01T00:00:00Z","1979-01-01T00:00:00Z"
"12537","Q21639088","Дробилко, Георгий Анисимович","мужской пол","1907-01-01T00:00:00Z",""
"12538","Q21639082","Древницкий, Василий Мартынович","мужской пол","1910-10-13T00:00:00Z","1957-01-01T00:00:00Z"
"12539","Q21638832","Джогин, Павел Павлович","мужской пол","1834-01-01T00:00:00Z","1885-02-16T00:00:00Z"
"12540","Q21638746","Денисевич, Николай Юлианович","мужской пол","1893-03-19T00:00:00Z","1965-01-01T00:00:00Z"
"12541","Q21638387","Григорьянц, Елена Игоревна","женский пол","1965-08-12T00:00:00Z",""
"12542","Q21637991","Иван Петрович Глазунов","мужской пол","1762-07-12T00:00:00Z","1831-07-28T00:00:00Z"
"12543","Q21637987","Иван Ильич Глазунов","мужской пол","1826-01-19T00:00:00Z","1889-12-31T00:00:00Z"
"12544","Q21637938","Гирс, Константин Александрович","мужской пол","1829-02-21T00:00:00Z","1888-03-04T00:00:00Z"
"12545","Q21637935","Гиренко, Семён Васильевич","мужской пол","","1890-01-01T00:00:00Z"
"12546","Q21637928","Гиппиус, Карл Густавович","мужской пол","1832-01-01T00:00:00Z","1880-01-01T00:00:00Z"
"12547","Q21637918","Гинрихс, Иоганн Христиан","мужской пол","1759-08-08T00:00:00Z","1823-05-31T00:00:00Z"
"12548","Q21637915","Гиновский, Яков Михайлович","мужской пол","1766-01-01T00:00:00Z","1841-04-15T00:00:00Z"
"12549","Q21637911","Гинкулов, Яков Данилович","мужской пол","1807-01-01T00:00:00Z","1870-01-01T00:00:00Z"
"12550","Q21637889","Гильфердинг, Фёдор Иванович","мужской пол","1798-07-26T00:00:00Z","1864-01-01T00:00:00Z"
"12551","Q21637852","Гессен, Виктор Юльевич","мужской пол","1903-01-01T00:00:00Z","1980-01-01T00:00:00Z"
"12552","Q21637755","Гауш, Любовь Николаевна","женский пол","1873-01-01T00:00:00Z","1943-01-01T00:00:00Z"
"12553","Q21637570","Вылкост, Теодор Доминикович","мужской пол","1910-10-24T00:00:00Z","1990-11-11T00:00:00Z"
"12554","Q21637352","Воробьёв, Павел Иванович","мужской пол","1892-01-01T00:00:00Z","1937-11-24T00:00:00Z"
"12555","Q21637273","Елизавета Григорьевна Волконская","женский пол","1838-10-31T00:00:00Z","1897-02-27T00:00:00Z"
"12556","Q21637177","Вознесенский, Пётр Николаевич","мужской пол","1867-12-23T00:00:00Z","1918-01-25T00:00:00Z"
"12557","Q21637054","Владимиров, Георгий Ефимович","мужской пол","1901-01-25T00:00:00Z","1960-09-05T00:00:00Z"
"12558","Q21637045","Вишняков, Фёдор Васильевич","мужской пол","1927-05-25T00:00:00Z","1983-10-18T00:00:00Z"
"12559","Q21636811","Векслер, Климентий Иосифович","мужской пол","1932-08-13T00:00:00Z",""
"12560","Q21636804","Вейденбаум, Александр Густавович","мужской пол","1840-01-13T00:00:00Z","1909-01-01T00:00:00Z"
"12561","Q21636483","Варвара Александровна Бриллиант-Лерман","женский пол","1888-04-05T00:00:00Z","1954-05-17T00:00:00Z"
"12562","Q21636244","Бойе, Яков Петрович","мужской пол","1768-11-08T00:00:00Z","1838-06-07T00:00:00Z"
"12563","Q21635580","Анфимов, Владимир Яковлевич","мужской пол","1879-10-29T00:00:00Z","1957-01-01T00:00:00Z"
"12564","Q21635462","Иван Альбинский","мужской пол","1863-02-08T00:00:00Z","1935-09-21T00:00:00Z"
"12565","Q21635401","Алексеева, Марина","женский пол","1959-10-02T00:00:00Z",""
"12566","Q21635384","Александров, Василий Георгиевич","мужской пол","1887-06-05T00:00:00Z","1964-01-16T00:00:00Z"
"12567","Q21635321","Константин Михайлович Айбулат","мужской пол","1817-01-01T00:00:00Z","1865-05-02T00:00:00Z"
"12568","Q21635237","Абрикосова, Татьяна Сергеевна","женский пол","1989-05-28T00:00:00Z",""
"12569","Q21635200","Юлдус Бахтиозина","женский пол","1986-07-22T00:00:00Z",""
"12570","Q21612842","Николай Андреевич Винтер","мужской пол","1898-11-08T00:00:00Z","1934-02-01T00:00:00Z"
"12571","Q21611777","Виноградова, Кира Леонидовна","женский пол","1937-01-01T00:00:00Z",""
"12572","Q21607499","Розанова, Мария Александровна","женский пол","1885-08-29T00:00:00Z","1957-10-27T00:00:00Z"
"12573","Q2160176","Карина Ринатовна Газизова","женский пол","1985-05-24T00:00:00Z",""
"12574","Q21599087","Фохт, Вальтер Рихардович","мужской пол","1862-08-31T00:00:00Z","1941-07-27T00:00:00Z"
"12575","Q21588389","Шульце, Эрнст","мужской пол","1842-10-31T00:00:00Z","1911-08-18T00:00:00Z"
"12576","Q21583318","Илья Тилькин","мужской пол","1970-12-10T00:00:00Z",""
"12577","Q21566592","Ольга Александровна Орлова","женский пол","1807-01-01T00:00:00Z","1880-09-06T00:00:00Z"
"12578","Q215637","Надежда Константиновна Крупская","женский пол","1869-02-26T00:00:00Z","1939-02-27T00:00:00Z"
"12579","Q21559013","Поляк, Борис Львович","мужской пол","1899-07-26T00:00:00Z","1971-01-01T00:00:00Z"
"12580","Q21559004","Лейтман, Яков Израилевич","мужской пол","1907-12-16T00:00:00Z","1980-01-01T00:00:00Z"
"12581","Q21558974","Вильнер, Азалий Моисеевич","мужской пол","1898-01-01T00:00:00Z","1984-01-01T00:00:00Z"
"12582","Q21534963","Руднев, Владимир Владимирович","мужской пол","1918-03-26T00:00:00Z","1985-11-24T00:00:00Z"
"12583","Q21534911","Семёнов, Андрей Андреевич","мужской пол","1990-03-20T00:00:00Z",""
"12584","Q21534877","Скуратов, Николай Сергеевич","мужской пол","1741-12-13T00:00:00Z","1812-04-16T00:00:00Z"
"12585","Q21534876","Алексей Славороссов","мужской пол","1916-09-29T00:00:00Z","1995-03-19T00:00:00Z"
"12586","Q21534840","Соловьёв, Николай Иванович (генерал)","мужской пол","1850-09-18T00:00:00Z","1907-06-01T00:00:00Z"
"12587","Q21534712","Стрелков, Павел Георгиевич","мужской пол","1892-01-01T00:00:00Z",""
"12588","Q215347","Готфрид Лессинг","мужской пол","1914-12-14T00:00:00Z","1979-04-11T00:00:00Z"
"12589","Q21534681","Тверитинов, Евгений Павлович","мужской пол","1850-05-31T00:00:00Z","1920-04-03T00:00:00Z"
"12590","Q21534337","Федотов, Вадим Вадимович","мужской пол","1985-01-19T00:00:00Z",""
"12591","Q21534237","Фрейман, Имант Георгиевич","мужской пол","1890-04-19T00:00:00Z","1929-02-08T00:00:00Z"
"12592","Q21534169","Чернобривец, Пётр Анатольевич","мужской пол","1965-08-24T00:00:00Z",""
"12593","Q21534146","Шапошников, Михаил Романович","мужской пол","1899-01-01T00:00:00Z","1938-08-22T00:00:00Z"
"12594","Q21523606","Василий Алексеевич Глинка","мужской пол","1790-08-25T00:00:00Z","1831-07-16T00:00:00Z"
"12595","Q21521533","Миняев, Николай Александрович","мужской пол","1909-01-01T00:00:00Z","1995-06-22T00:00:00Z"
"12596","Q215203","Штиглиц, Людвиг Иванович","мужской пол","1779-12-24T00:00:00Z","1843-06-30T00:00:00Z"
"12597","Q2152017","Борисова, Людмила (легкоатлетка)","женский пол","1966-03-08T00:00:00Z",""
"12598","Q21518707","Лесков, Александр Иванович","мужской пол","1902-01-01T00:00:00Z","1942-01-01T00:00:00Z"
"12599","Q21517813","Константин Константинович Косинский","мужской пол","1874-01-01T00:00:00Z","1928-01-01T00:00:00Z"
"12600","Q21514420","Юрий Дмитриевич Гусев","мужской пол","1922-01-01T00:00:00Z","1985-03-02T00:00:00Z"
"12601","Q21513957","Нильсен, Евгений Александрович","мужской пол","1872-09-29T00:00:00Z","1965-06-21T00:00:00Z"
"12602","Q21511971","Усов, Павел Степанович","мужской пол","1828-08-26T00:00:00Z","1888-04-20T00:00:00Z"
"12603","Q215100","Михаил Александрович Врубель","мужской пол","1856-03-17T00:00:00Z","1910-04-14T00:00:00Z"
"12604","Q21504593","Константин Сергеевич Афанасьев","мужской пол","1905-06-12T00:00:00Z","1960-07-21T00:00:00Z"
"12605","Q21451765","Николай Терентьевич Шамалов","мужской пол","1950-01-24T00:00:00Z",""
"12606","Q2142946","Флейшман, Вениамин Иосифович","мужской пол","1913-07-20T00:00:00Z","1941-09-14T00:00:00Z"
"12607","Q214277","Шлёцер, Курд фон","мужской пол","1822-01-05T00:00:00Z","1894-05-13T00:00:00Z"
"12608","Q214263","Фёдор Клементьевич Гейсмар","мужской пол","1783-05-12T00:00:00Z","1848-05-10T00:00:00Z"
"12609","Q21406185","Юноша, Алексей Петрович","мужской пол","1876-02-01T00:00:00Z","1938-01-25T00:00:00Z"
"12610","Q21394933","Шабад, Израиль Абрамович","мужской пол","1870-05-15T00:00:00Z","1917-02-23T00:00:00Z"
"12611","Q21393831","Синёв, Сергей Юрьевич","мужской пол","1956-09-03T00:00:00Z",""
"12612","Q21392255","Каракулин, Борис Палладиевич","мужской пол","1888-08-09T00:00:00Z","1942-02-01T00:00:00Z"
"12613","Q21391909","Анна Александровна Люблинская","женский пол","1903-06-05T00:00:00Z","1983-05-26T00:00:00Z"
"12614","Q213765","Фесслер, Игнац Аврелий","мужской пол","1756-05-18T00:00:00Z","1839-12-15T00:00:00Z"
"12615","Q213754","Яков Иванович Шмидт","мужской пол","1779-10-04T00:00:00Z","1847-08-27T00:00:00Z"
"12616","Q213625","Павел Карл Фридрих Август Вюртембергский","мужской пол","1785-01-19T00:00:00Z","1852-04-16T00:00:00Z"
"12617","Q213596","Пастернак, Леонид Осипович","мужской пол","1862-04-03T00:00:00Z","1945-05-31T00:00:00Z"
"12618","Q213549","Фридрих Максимилиан Клингер","мужской пол","1752-02-17T00:00:00Z","1831-03-09T00:00:00Z"
"12619","Q21341433","Юрий Сергеевич Григорьев","мужской пол","1905-01-01T00:00:00Z","1975-01-01T00:00:00Z"
"12620","Q21340976","Дьяконов, Александр Михайлович","мужской пол","1886-01-04T00:00:00Z","1956-01-01T00:00:00Z"
"12621","Q21339372","Ксения Александровна Рассадина","женский пол","1903-12-10T00:00:00Z","1987-01-01T00:00:00Z"
"12622","Q21338114","Аксель Николаевич Рейхардт","мужской пол","1891-01-23T00:00:00Z","1942-01-21T00:00:00Z"
"12623","Q21263900","Гине, Александр Васильевич","мужской пол","1830-01-01T00:00:00Z","1880-06-16T00:00:00Z"
"12624","Q212575","Алексей Константинович Толстой","мужской пол","1817-09-05T00:00:00Z","1875-10-10T00:00:00Z"
"12625","Q21229038","Кирилл Ильинский","мужской пол","1957-01-01T00:00:00Z",""
"12626","Q21213182","Карамян, Арташес Иванович","мужской пол","1908-03-02T00:00:00Z","1989-11-20T00:00:00Z"
"12627","Q21211812","Кнунянц, Валентин Богданович","мужской пол","1907-12-19T00:00:00Z","1987-11-09T00:00:00Z"
"12628","Q21208591","Ладвищенко, Виктор Михайлович","мужской пол","1930-01-01T00:00:00Z",""
"12629","Q2119416","Николай Алексеевич Пилюгин","мужской пол","1908-05-18T00:00:00Z","1982-08-02T00:00:00Z"
"12630","Q21191622","Андрущак, Ия Рафаиловна","женский пол","1987-03-13T00:00:00Z",""
"12631","Q21188764","Аполлон Федосеевич Щедрин","мужской пол","1796-11-12T00:00:00Z","1847-12-31T00:00:00Z"
"12632","Q21183523","Панкратов, Николай Николаевич","мужской пол","","1904-02-17T00:00:00Z"
"12633","Q21183509","Пармас, Анна Яковлевна","женский пол","1970-05-24T00:00:00Z",""
"12634","Q21183506","Первушин, Виктор Александрович","мужской пол","1908-08-11T00:00:00Z","1991-04-28T00:00:00Z"
"12635","Q21182424","Тарасов, Владимир Константинович","мужской пол","1942-05-25T00:00:00Z",""
"12636","Q21181280","Шельтинг, Владимир Романович","мужской пол","1821-10-07T00:00:00Z","1884-02-02T00:00:00Z"
"12637","Q211785","Михаил Евграфович Салтыков-Щедрин","мужской пол","1826-01-27T00:00:00Z","1889-05-10T00:00:00Z"
"12638","Q2117191","Юсифов, Намиг Асиф оглы","мужской пол","1986-06-14T00:00:00Z",""
"12639","Q2115926","Кудрявцев, Иван Николаевич","мужской пол","1904-04-13T00:00:00Z","1995-08-13T00:00:00Z"
"12640","Q211567","Григорий Эдуардович Зенгер","мужской пол","1853-03-25T00:00:00Z","1919-07-07T00:00:00Z"
"12641","Q21154306","Петрова, Мария Капитоновна","женский пол","1874-04-06T00:00:00Z","1948-05-14T00:00:00Z"
"12642","Q21154292","Петухова, Наталья Рэмовна","женский пол","1954-05-02T00:00:00Z",""
"12643","Q21154266","Пио-Ульский, Антоний Георгиевич","мужской пол","1894-05-16T00:00:00Z","1956-02-20T00:00:00Z"
"12644","Q21154224","Плисов, Моисей Гордеевич","мужской пол","1783-01-01T00:00:00Z","1853-07-28T00:00:00Z"
"12645","Q21154136","Померанцев, Виктор Владимирович","мужской пол","1906-10-01T00:00:00Z","1984-01-01T00:00:00Z"
"12646","Q21154126","Попов, Борис (подводник)","мужской пол","1946-07-06T00:00:00Z",""
"12647","Q21153993","Пучинов, Матвей Иванович","мужской пол","1716-01-01T00:00:00Z","1797-05-30T00:00:00Z"
"12648","Q21153777","Разумов, Александр Геннадьевич","мужской пол","1992-04-22T00:00:00Z",""
"12649","Q21153776","Разумовская, Мария Григорьевна","женский пол","1772-04-10T00:00:00Z","1868-08-09T00:00:00Z"
"12650","Q21153725","Рейнов, Наум Моисеевич","мужской пол","1897-01-01T00:00:00Z","1980-09-01T00:00:00Z"
"12651","Q21153649","Рождественский, Сергей Егорович","мужской пол","1834-10-12T00:00:00Z","1891-09-11T00:00:00Z"
"12652","Q21153531","Рыков, Анатолий Владимирович","мужской пол","1978-08-26T00:00:00Z",""
"12653","Q21153324","Савченко, Владимир Васильевич","мужской пол","1931-08-12T00:00:00Z","1998-01-06T00:00:00Z"
"12654","Q21152750","Свешников, Василий Константинович","мужской пол","1758-01-01T00:00:00Z","1830-01-01T00:00:00Z"
"12655","Q21152653","Семашкин, Александр Михайлович","мужской пол","1893-10-27T00:00:00Z","1958-07-03T00:00:00Z"
"12656","Q21152619","Сент-Илер, Константин Карлович","мужской пол","1866-09-19T00:00:00Z","1941-11-25T00:00:00Z"
"12657","Q21152610","Серваль, Нина Александровна","женский пол","1910-10-07T00:00:00Z","1994-06-25T00:00:00Z"
"12658","Q21152576","Серебряков, Михаил Васильевич","мужской пол","1879-09-04T00:00:00Z","1959-06-12T00:00:00Z"
"12659","Q21152519","Силачев, Алексей Викторович","мужской пол","1971-12-08T00:00:00Z",""
"12660","Q21152453","Тиме, Елизавета Ивановна","женский пол","1884-09-05T00:00:00Z","1968-02-08T00:00:00Z"
"12661","Q21149247","Симановский, Николай Петрович","мужской пол","1854-02-28T00:00:00Z","1922-07-05T00:00:00Z"
"12662","Q21149223","Симуков, Алексей Дмитриевич","мужской пол","1904-03-30T00:00:00Z","1995-04-03T00:00:00Z"
"12663","Q21148370","Старынкевич, Соломон Александрович","мужской пол","1803-01-01T00:00:00Z","1869-01-07T00:00:00Z"
"12664","Q21148332","Стволинский, Юрий Моисеевич","мужской пол","1919-08-29T00:00:00Z","1998-01-01T00:00:00Z"
"12665","Q21148074","Стойкович, Аркадий Афанасьевич","мужской пол","1814-05-08T00:00:00Z","1886-06-11T00:00:00Z"
"12666","Q21147331","Сухарев, Николай Фёдорович","мужской пол","1900-03-12T00:00:00Z","1974-08-01T00:00:00Z"
"12667","Q211467","Юрий Викторович Андреев","мужской пол","1937-03-03T00:00:00Z","1998-02-17T00:00:00Z"
"12668","Q21145946","Тимофеев, Пётр Петрович","мужской пол","1899-01-01T00:00:00Z","1958-01-01T00:00:00Z"
"12669","Q21145092","Трахтенберг, Давид Михайлович","мужской пол","1906-01-01T00:00:00Z","1975-01-01T00:00:00Z"
"12670","Q21145063","Трепененков, Игорь Исидорович","мужской пол","1909-01-01T00:00:00Z","1988-01-01T00:00:00Z"
"12671","Q21144814","Трофимов, Василий Михайлович","мужской пол","1865-07-24T00:00:00Z","1926-02-20T00:00:00Z"
"12672","Q21144808","Трофимов, Иван Викторович","мужской пол","1985-03-05T00:00:00Z",""
"12673","Q21144790","Трошин, Афанасий Семёнович","мужской пол","1912-12-23T00:00:00Z","1985-12-24T00:00:00Z"
"12674","Q21144778","Трояновский, Борис Сергеевич","мужской пол","1883-04-15T00:00:00Z","1951-06-12T00:00:00Z"
"12675","Q21144754","Трусов, Григорий Мартынович","мужской пол","1889-01-31T00:00:00Z","1960-02-22T00:00:00Z"
"12676","Q21144642","Тугаринов, Алексей Иванович","мужской пол","1917-03-12T00:00:00Z","1977-07-12T00:00:00Z"
"12677","Q21144103","Уваров, Фёдор Алексеевич","мужской пол","1866-05-16T00:00:00Z","1954-04-14T00:00:00Z"
"12678","Q21144101","Уварова, Лада Борисовна","женский пол","1970-09-04T00:00:00Z",""
"12679","Q21143238","Фалькенштейн, Борис Юльевич","мужской пол","1903-03-22T00:00:00Z","1978-08-31T00:00:00Z"
"12680","Q21142786","Фелькнер, Николай Александрович","мужской пол","1817-07-16T00:00:00Z","1878-12-03T00:00:00Z"
"12681","Q21142467","Филатов, Дмитрий Владимирович","мужской пол","1981-04-15T00:00:00Z",""
"12682","Q21142262","Цибуля,_Александра","женский пол","1990-09-13T00:00:00Z",""
"12683","Q21142157","Фланден, Нина Петровна","женский пол","1834-01-30T00:00:00Z","1867-01-04T00:00:00Z"
"12684","Q21141910","Константин Веригин","мужской пол","1899-02-01T00:00:00Z","1982-12-22T00:00:00Z"
"12685","Q21141838","Франгопуло, Мариэтта Харлампиевна","женский пол","1901-08-21T00:00:00Z","1979-04-25T00:00:00Z"
"12686","Q21141794","Николай Миронович Французов","мужской пол","1920-01-01T00:00:00Z","1969-07-09T00:00:00Z"
"12687","Q21141780","Фрей, Адам Леонтьевич","мужской пол","1820-01-30T00:00:00Z","1876-01-12T00:00:00Z"
"12688","Q21141734","Фридман, Эммануил Иосифович","мужской пол","1899-02-14T00:00:00Z","1959-11-06T00:00:00Z"
"12689","Q21141698","Андрей Владимирович Фролов","мужской пол","1909-10-19T00:00:00Z","1967-05-22T00:00:00Z"
"12690","Q21141653","Фролочкин, Владимир Юрьевич","мужской пол","1989-12-10T00:00:00Z",""
"12691","Q21141439","Хамицевич, Роман Валерьевич","мужской пол","1978-12-07T00:00:00Z",""
"12692","Q21140813","Хоментовский, Александр Степанович","мужской пол","1908-03-24T00:00:00Z","1986-03-14T00:00:00Z"
"12693","Q21140677","Хусид, Соломон Ефимович","мужской пол","1912-01-01T00:00:00Z","1989-01-01T00:00:00Z"
"12694","Q21140550","Цимсен, Алексей Васильевич","мужской пол","1832-01-01T00:00:00Z","1889-02-11T00:00:00Z"
"12695","Q21134898","Челищев, Александр Александрович","мужской пол","1797-12-29T00:00:00Z","1881-01-04T00:00:00Z"
"12696","Q21134654","Черниговский, Пётр Евдокимович","мужской пол","1855-01-15T00:00:00Z","1910-07-09T00:00:00Z"
"12697","Q21134126","Чупрынников, Митрофан Михайлович","мужской пол","1866-04-15T00:00:00Z","1918-05-26T00:00:00Z"
"12698","Q21133967","Шабалов, Николай Павлович","мужской пол","1939-03-21T00:00:00Z",""
"12699","Q21133351","Шаховская, Екатерина Львовна","женский пол","1815-09-11T00:00:00Z","1836-06-28T00:00:00Z"
"12700","Q21133334","Шашмурин, Николай Фёдорович","мужской пол","1910-10-26T00:00:00Z","1996-01-01T00:00:00Z"
"12701","Q21133138","Шенк, Владимир Константинович","мужской пол","1869-11-02T00:00:00Z","1947-01-23T00:00:00Z"
"12702","Q21133096","Шерман, Исай Эзрович","мужской пол","1908-05-29T00:00:00Z","1972-06-13T00:00:00Z"
"12703","Q21132196","Исаак Станиславович Эвентов","мужской пол","1910-12-26T00:00:00Z","1989-07-31T00:00:00Z"
"12704","Q21131933","Эльясберг, Максим Ефимович","мужской пол","1905-04-12T00:00:00Z","1995-03-20T00:00:00Z"
"12705","Q21131884","Эмме, Фёдор Иванович","мужской пол","1699-12-05T00:00:00Z","1767-10-30T00:00:00Z"
"12706","Q21131172","Юрьев, Борис Борисович","мужской пол","1902-02-07T00:00:00Z","1982-10-29T00:00:00Z"
"12707","Q21130803","Янкин, Николай Петрович","мужской пол","1887-10-08T00:00:00Z",""
"12708","Q21130800","Янковский, Дмитрий Евгеньевич","мужской пол","1986-10-17T00:00:00Z",""
"12709","Q21130792","Янов, Константин Павлович","мужской пол","1905-06-03T00:00:00Z","1996-02-10T00:00:00Z"
"12710","Q21130776","Янсон, Михаил Алексеевич","мужской пол","1887-10-02T00:00:00Z","1953-01-11T00:00:00Z"
"12711","Q21129576","Миропольский, Леонтий Семёнович","мужской пол","1749-01-01T00:00:00Z","1819-01-01T00:00:00Z"
"12712","Q21128598","Вишневский, Сергей Александрович","мужской пол","1896-09-04T00:00:00Z","1981-02-23T00:00:00Z"
"12713","Q2112488","Макфадден, Татьяна","женский пол","1989-04-21T00:00:00Z",""
"12714","Q21120155","Соня Белоусова","женский пол","1990-02-04T00:00:00Z",""
"12715","Q21111033","Озеров, Александр Петрович","мужской пол","1817-07-20T00:00:00Z","1900-07-31T00:00:00Z"
"12716","Q21110656","Носилова, Юлия Николаевна","женский пол","1870-01-01T00:00:00Z","1919-01-24T00:00:00Z"
"12717","Q21110315","Николаева, Александра Васильевна","женский пол","1906-11-04T00:00:00Z","1997-01-01T00:00:00Z"
"12718","Q21110163","Никитин, Борис Александрович","мужской пол","1906-05-01T00:00:00Z","1952-07-20T00:00:00Z"
"12719","Q21110151","Александр Никитич Никитин","мужской пол","1793-11-18T00:00:00Z","1858-06-22T00:00:00Z"
"12720","Q21109778","Неелов, Дмитрий Дмитриевич","мужской пол","1812-11-07T00:00:00Z","1890-03-24T00:00:00Z"
"12721","Q21109728","Небольсин, Василий Фёдорович","мужской пол","1822-01-01T00:00:00Z","1900-01-01T00:00:00Z"
"12722","Q21109608","Наруцкая, Ольга Леонардовна","женский пол","1950-10-10T00:00:00Z",""
"12723","Q21109567","Налимов, Семён Иванович","мужской пол","1857-02-01T00:00:00Z","1916-08-22T00:00:00Z"
"12724","Q21109454","Надина Легат","женский пол","1889-01-01T00:00:00Z",""
"12725","Q21109106","Мусин-Пушкин, Владимир Иванович","мужской пол","1830-07-26T00:00:00Z","1886-09-17T00:00:00Z"
"12726","Q21109050","Ирина Викторовна Муромцева","женский пол","1978-02-11T00:00:00Z",""
"12727","Q21108904","Муллер, Константин Александрович","мужской пол","1905-07-05T00:00:00Z","1993-04-15T00:00:00Z"
"12728","Q21108656","Моряков, Евгений Николаевич","мужской пол","1932-10-11T00:00:00Z","1998-01-01T00:00:00Z"
"12729","Q21107872","Митинский, Николай Николаевич","мужской пол","1874-01-01T00:00:00Z","1912-11-06T00:00:00Z"
"12730","Q21107672","Мирович, Софья Михайловна","женский пол","1889-08-15T00:00:00Z","1976-01-01T00:00:00Z"
"12731","Q21106913","Менделеев, Иридий Михайлович","мужской пол","1927-01-14T00:00:00Z","1991-05-14T00:00:00Z"
"12732","Q21106621","Машошин, Андрей Фёдорович","мужской пол","1893-01-01T00:00:00Z","1964-01-01T00:00:00Z"
"12733","Q21106455","Матковский, Михаил Алексеевич","мужской пол","1903-10-27T00:00:00Z","1968-01-01T00:00:00Z"
"12734","Q21106378","Матвеев, Денис Владимирович","мужской пол","1983-04-25T00:00:00Z",""
"12735","Q21106375","Матвеев, Владимир Фёдорович (юрист)","мужской пол","1881-04-23T00:00:00Z","1919-01-01T00:00:00Z"
"12736","Q21106348","Масловский, Павел Алексеевич","мужской пол","1956-12-25T00:00:00Z",""
"12737","Q21105236","Малахиева, Валентина Васильевна","женский пол","1923-02-12T00:00:00Z","1997-05-01T00:00:00Z"
"12738","Q21104739","Майнов, Владимир Николаевич","мужской пол","1845-10-26T00:00:00Z","1888-02-23T00:00:00Z"
"12739","Q21104566","Любимов, Григорий Павлович","мужской пол","1882-01-01T00:00:00Z","1934-07-17T00:00:00Z"
"12740","Q21104474","Лопухова, Евгения Васильевна","женский пол","1884-12-07T00:00:00Z","1943-08-21T00:00:00Z"
"12741","Q21104472","Лопухов, Андрей Васильевич","мужской пол","1898-08-20T00:00:00Z","1947-05-23T00:00:00Z"
"12742","Q21104394","Николай Васильевич Лисицын","мужской пол","1954-10-23T00:00:00Z",""
"12743","Q21104341","Лесков, Пётр Николаевич","мужской пол","1864-02-11T00:00:00Z","1937-12-20T00:00:00Z"
"12744","Q21104116","Левин, Арон Вульфович","мужской пол","1905-01-01T00:00:00Z","1974-01-01T00:00:00Z"
"12745","Q21104110","Левенсон, Павел Яковлевич","мужской пол","1837-01-01T00:00:00Z","1894-01-03T00:00:00Z"
"12746","Q21104092","Лебедев, Алексей Евгеньевич","мужской пол","1952-03-05T00:00:00Z",""
"12747","Q21104091","Лебедев, Александр Сергеевич","мужской пол","1884-09-20T00:00:00Z","1955-02-15T00:00:00Z"
"12748","Q21104080","Ласковский, Фёдор Фёдорович","мужской пол","1802-07-16T00:00:00Z","1870-05-02T00:00:00Z"
"12749","Q21104069","Ларионов, Иван Александрович","мужской пол","1906-01-01T00:00:00Z","1979-01-01T00:00:00Z"
"12750","Q21104062","Ларин, Иван Васильевич (учёный)","мужской пол","1889-06-10T00:00:00Z","1972-05-04T00:00:00Z"
"12751","Q21103934","Ланд, Ольга Львовна","женский пол","1961-10-22T00:00:00Z",""
"12752","Q21103911","Лангаммер, Николай Николаевич, фон","мужской пол","1876-12-24T00:00:00Z","1947-01-01T00:00:00Z"
"12753","Q21103748","Лагздынь, Гайда Рейнгольдовна","женский пол","1930-08-01T00:00:00Z",""
"12754","Q21103471","Курников, Лев Андреевич","мужской пол","1907-02-06T00:00:00Z","1997-04-27T00:00:00Z"
"12755","Q21103100","Кузнецов, Евгений Михайлович","мужской пол","1900-01-15T00:00:00Z","1958-03-27T00:00:00Z"
"12756","Q21103017","Крылов, Артём Петрович","мужской пол","1991-08-03T00:00:00Z",""
"12757","Q21102879","Кренёв, Борис Сергеевич","мужской пол","1909-06-11T00:00:00Z","1977-06-11T00:00:00Z"
"12758","Q21102870","Краузе, Геннадий Николаевич","мужской пол","1914-02-02T00:00:00Z","1980-08-22T00:00:00Z"
"12759","Q21102842","Красовская, Ирина Владимировна","женский пол","1896-10-02T00:00:00Z","1956-05-09T00:00:00Z"
"12760","Q21102529","Кощеев, Андрей Игоревич","мужской пол","1987-02-25T00:00:00Z",""
"12761","Q21102489","Кошеваров, Максим Александрович","мужской пол","1978-06-22T00:00:00Z",""
"12762","Q21101891","Людмила Васильевна Короткина","женский пол","1932-12-15T00:00:00Z",""
"12763","Q21101659","Комаровский, Владимир Алексеевич","мужской пол","1883-10-20T00:00:00Z","1937-11-05T00:00:00Z"
"12764","Q21101650","Колосенок, Станислав Витальевич","мужской пол","1903-01-16T00:00:00Z","1990-04-06T00:00:00Z"
"12765","Q21101649","Коломнин, Алексей Петрович","мужской пол","1848-03-13T00:00:00Z","1900-01-01T00:00:00Z"
"12766","Q21101647","Фёдор Михайлович Колокольцов","мужской пол","1732-04-26T00:00:00Z","1818-05-06T00:00:00Z"
"12767","Q21101464","Козлов, Михаил Иванович","мужской пол","1895-09-06T00:00:00Z","1971-03-08T00:00:00Z"
"12768","Q21101396","Козаковская, Аделаида Георгиевна","женский пол","1869-01-01T00:00:00Z","1959-09-20T00:00:00Z"
